#'chr'	'start'	'end'	'White_Adi.'	'Beige_Adi.'
chr1	6614230	6617731	0.3330039409030671	0.640909720362129
chr1	11799676	11803177	0.826070050040983	0.6956817088497361
chr1	14946418	14949919	1.1528287383760416	0.8341543992656869
chr1	17634756	17638257	0.6593965927691706	0.3336284829397416
chr1	23796780	23800281	0.5177682547414888	0.7861574784336604
chr1	26432781	26436282	1.0496692223232185	1.379661320346112
chr1	33345884	33349385	0.48935334474999537	1.1115276360541022
chr1	55211363	55214864	0.45022339839048553	0.5072940505496123
chr1	113755485	113758986	1.0453602417980263	0.8755327055330352
chr1	113755488	113758989	1.0446748820368212	0.8754978114074802
chr1	115764780	115768281	0.5408362314774268	0.9903054989431586
chr1	146960470	146963971	0.023991839740738492	-0.09828998375550263
chr1	149833167	149836668	0.023776398969016666	0.023166773081574908
chr1	153561843	153565344	0.2693175949540725	0.26487842867114314
chr1	155979389	155982890	0.9500674920843452	1.1240439115738015
chr1	160128171	160131672	1.5749005227427264	1.6742345866115134
chr1	160281153	160284654	1.2279653965626673	1.1935081684952118
chr1	161226438	161229939	0.6399958141388818	0.5346647320987136
chr1	161750257	161753758	0.9671000913239948	0.7177034959674997
chr1	161750257	161753758	0.9671000913239948	0.7177034959674997
chr1	171258456	171261957	0.7158313769295281	0.1742812156484963
chr1	173201723	173205224	0.2504627066361843	-0.0729054749299416
chr1	201889207	201892708	1.1276472135803692	1.1600373527853352
chr1	219088266	219091767	0.8273329077595867	0.7903818023648056
chr1	240285795	240289296	0.7765959534094751	0.4465748089456686
chr1	245155484	245158985	0.5576104290180894	0.7530346966852157
chr1	246413408	246416909	0.45289348818484815	0.18346513718717639
chr10	24467030	24470531	0.6779333861289948	0.5371406019331857
chr10	29644274	29647775	1.3712883356135606	1.3414576588285576
chr10	29731923	29735424	0.8385976815609462	0.8889066948373846
chr10	46026713	46030214	1.0102620930080983	0.8892555442719173
chr10	71965840	71969341	1.169962497036077	1.2272473038237353
chr10	89641571	89645072	0.4683529298139708	0.5134293757325101
chr10	91163511	91167012	0.15732956230755582	0.40591404761975153
chr10	103674214	103677715	1.1881294327401377	1.5083229930149642
chr10	110006303	110009804	-0.1734420529219773	0.20663667224693225
chr10	110208104	110211605	0.08533057094207162	0.45005769365939496
chr10	119819226	119822727	0.13718960426474522	0.31957960358722287
chr11	702714	706215	1.2540653431521915	1.5149034145392464
chr11	7577266	7580767	1.5741065507783008	1.3452459778506813
chr11	8722318	8725819	1.2290150051622326	0.6768971659943012
chr11	9574169	9577670	0.09983100463604658	0.7585889948294292
chr11	10455819	10459320	0.649736130223759	0.5308242513401297
chr11	36376880	36380381	0.22714232229118092	0.41124533281785053
chr11	36376880	36380381	0.22714232229118092	0.41124533281785053
chr11	58571882	58575383	1.169812554154767	1.6646737026379514
chr11	62597274	62600775	1.1692349454184754	0.956341237977946
chr11	62728611	62732112	0.8047135898834864	0.8208085349873694
chr11	64246463	64249964	0.9280974020077373	0.7977957662792658
chr11	65378372	65381873	0.5618938549989766	0.9223355616421093
chr11	71479793	71483294	-0.20037041647507098	-0.2946865143974552
chr11	75521940	75525441	0.5524205585612219	0.6048152956015673
chr11	86952237	86955738	-0.03840238289248448	-0.16132566067877502
chr11	110093610	110097111	0.5787234008377321	0.14506762028181125
chr11	111880040	111883541	-0.19416589970241535	0.3114568810875999
chr11	111977808	111981309	1.0415923619664105	0.7381517154798654
chr11	112018073	112021574	1.1494180053857583	1.3803759978091017
chr11	119011706	119015207	0.25712289155988716	0.10935485447731173
chr12	1793329	1796830	0.9223071982716072	1.074514140384457
chr12	26195995	26199496	1.182967343293449	1.090035621174153
chr12	29149602	29153103	0.32247996466862094	0.4787281323903743
chr12	32534823	32538324	1.2073710555060206	0.7856254448166342
chr12	46387668	46391169	0.9628466933293194	0.996509761958681
chr12	53252595	53256096	1.3852293564871614	1.2045874772702445
chr12	55974573	55978074	1.2114291076452492	0.958065087727518
chr12	104457470	104460971	1.0480990947842155	0.7680655239766742
chr12	116911449	116914950	1.0551462195414194	0.945616375625455
chr12	122835956	122839457	0.5120988307241242	0.7663268898115754
chr12	132711318	132714819	0.9726045444343095	0.9862039687803084
chr13	23161007	23164508	-0.16174783613247673	-0.06690477961555881
chr13	44572329	44575830	1.2563699639480272	1.074596013525616
chr13	110713777	110717278	-0.5182170056807233	-0.12326506275097718
chr14	23150449	23153950	1.0657354471878469	0.7272312379879625
chr14	24115276	24118777	0.5536752588688804	0.6890457587462689
chr14	50359947	50363448	0.14038217752926058	0.5166654736291822
chr14	75661723	75665224	0.8308872997831876	0.714495693661664
chr14	95512649	95516150	1.2797983685257972	1.1945356400777254
chr14	95530617	95534118	0.9947448897882922	1.0630725611060778
chr15	32457983	32461484	0.006850510929285271	0.012709781327475075
chr15	40441452	40444953	0.8878432581404964	0.9280026857335816
chr15	50355486	50358987	0.6100396228529228	0.7766358034103243
chr15	55913130	55916631	1.0374452149749638	0.974854695600077
chr15	57219536	57223037	1.1090142090161914	0.9644120880690469
chr15	69299411	69302912	0.5841221307008491	0.3748512298030466
chr15	74175000	74178501	1.8959606329672123	1.3681602016548768
chr15	85620195	85623696	0.665138405281135	1.1850448861057958
chr15	85746280	85749781	1.29157330282117	1.8233374815757757
chr15	90872038	90875539	1.2931827823527329	1.21072024550131
chr15	99251861	99255362	0.8439620717578048	0.8396217847184084
chr16	72354	75855	1.5166011654361433	1.0076665486680054
chr16	10576631	10580132	1.452673764823856	1.307744125674376
chr16	31061087	31064588	1.0923476375166619	0.7608121796909902
chr16	48381412	48384913	0.5498963215058794	0.38191385649083687
